trial,score,best_so_far
0,18.8069503345789,18.8069503345789
1,2.603458172683881,2.603458172683881
2,2.0292127889912615,2.0292127889912615
3,23.411075794036368,2.0292127889912615
4,5.319910155279968,2.0292127889912615
5,1.524029232242851,1.524029232242851
6,2.3798317147710586,1.524029232242851
7,1.4526183776830395,1.4526183776830395
8,0.97171552557306,0.97171552557306
9,1.3883163989851806,0.97171552557306
10,21.445136666508382,0.97171552557306
11,1.7877483827212994,0.97171552557306
12,1.8404464096074074,0.97171552557306
13,1.521935290006029,0.97171552557306
14,1.7053915984133965,0.97171552557306
15,91.69523615641663,0.97171552557306
16,4.852992267376886,0.97171552557306
17,1.4701115013382704,0.97171552557306
18,5.299154199468998,0.97171552557306
19,95.30809755861952,0.97171552557306
20,29.091036766353238,0.97171552557306
21,58.235857400466394,0.97171552557306
22,1.4670696451726617,0.97171552557306
23,0.9162457627837354,0.9162457627837354
24,1.5687312985269637,0.9162457627837354
25,20.8179643652629,0.9162457627837354
26,1.5630144066300724,0.9162457627837354
27,0.265514799581012,0.265514799581012
28,1.902110434233093,0.265514799581012
29,4.925159478882714,0.265514799581012
30,7.870160561095697,0.265514799581012
31,1.3392651023006785,0.265514799581012
32,35.78012399243833,0.265514799581012
33,1.201830853254401,0.265514799581012
34,1.6879895367249595,0.265514799581012
35,1.9166144736699695,0.265514799581012
36,0.5961464015659734,0.265514799581012
37,0.6871441352415292,0.265514799581012
38,12.47234987999036,0.265514799581012
39,0.968610265114194,0.265514799581012
40,1.6036149498816803,0.265514799581012
41,7.990209369292104,0.265514799581012
42,9.925155400990072,0.265514799581012
43,1.5350464430233772,0.265514799581012
44,0.5776947642912659,0.265514799581012
45,7.077351438002216,0.265514799581012
46,1.3217223216707934,0.265514799581012
47,1.660383011422487,0.265514799581012
48,5.870131187211235,0.265514799581012
49,1.6869143972330969,0.265514799581012
50,203.15244769088866,0.265514799581012
51,3.695744473248319,0.265514799581012
52,0.845415852751628,0.265514799581012
53,2.0987546500813288,0.265514799581012
54,0.5159865577447886,0.265514799581012
55,119.64373612495187,0.265514799581012
56,28.272387469374824,0.265514799581012
57,7.041752119412662,0.265514799581012
58,26.554396967039306,0.265514799581012
59,4.231698821488898,0.265514799581012
60,34.966364465686624,0.265514799581012
61,1.6266563632322066,0.265514799581012
62,1.492258219439334,0.265514799581012
63,2.4483713147886395,0.265514799581012
64,1.7569077619807785,0.265514799581012
65,15.979122577354872,0.265514799581012
66,0.5118010228510981,0.265514799581012
67,19.12191907952201,0.265514799581012
68,0.6226952705592532,0.265514799581012
69,10.116093560453542,0.265514799581012
70,22.891108823493916,0.265514799581012
71,0.749151337276218,0.265514799581012
72,7.172972650425958,0.265514799581012
73,26.524136569701806,0.265514799581012
74,0.614555075448106,0.265514799581012
75,25.37905101728554,0.265514799581012
76,1.6324851894888441,0.265514799581012
77,1.8977658052816198,0.265514799581012
78,0.5108276268872102,0.265514799581012
79,0.7408997098315854,0.265514799581012
80,1.7030267717401455,0.265514799581012
81,47.443257040896505,0.265514799581012
82,7.925653177921424,0.265514799581012
83,10.62413748806049,0.265514799581012
84,4.544989687240042,0.265514799581012
85,0.5758890107650811,0.265514799581012
86,131.16175063241383,0.265514799581012
87,24.847042053455013,0.265514799581012
88,3.8329747382707087,0.265514799581012
89,2.0316860807408523,0.265514799581012
90,0.7475468654982748,0.265514799581012
91,19.04559257294416,0.265514799581012
92,3.9006677792622657,0.265514799581012
93,1.6062676898133343,0.265514799581012
94,2.0070758905335992,0.265514799581012
95,100.33240221913888,0.265514799581012
96,1.7018674519010357,0.265514799581012
97,3.7524503449398967,0.265514799581012
98,1.721543535608154,0.265514799581012
99,1.6815774929003033,0.265514799581012
100,3.892446739243375,0.265514799581012
101,0.5615630363411201,0.265514799581012
102,1.6161971030521172,0.265514799581012
103,7.9703421644686125,0.265514799581012
104,1.6003768611132498,0.265514799581012
105,2.227889813236406,0.265514799581012
106,3.502576293660218,0.265514799581012
107,2.240615299920494,0.265514799581012
108,16.755089817416913,0.265514799581012
109,1.718175926271213,0.265514799581012
110,6.245732778507504,0.265514799581012
111,73.96769995692024,0.265514799581012
112,34.288548837583875,0.265514799581012
113,129.71037929594215,0.265514799581012
114,0.6502352056608205,0.265514799581012
115,1.6289400412395216,0.265514799581012
116,16.270401224664376,0.265514799581012
117,1.1303356730310987,0.265514799581012
118,8.142769240730017,0.265514799581012
119,24.26277769829124,0.265514799581012
