trial,score,best_so_far,peak_timing,best_peak_timing,peak_height,best_peak_height,crash_ratio,best_crash_ratio
32,21.684557978450194,0.24715045367028232,15,0,1.0915428811667949,0.08273827537722725,0.9,0.07468729464726963
33,1.7678076203944637,0.24715045367028232,19,0,0.5409142234881312,0.08273827537722725,0.1,0.07468729464726963
34,2.133920722076972,0.24715045367028232,17,0,0.17825334032957704,0.08273827537722725,0.09999999997849214,0.07468729464726963
35,0.994400724599013,0.24715045367028232,5,0,0.33099475673816575,0.08273827537722725,0.04477509866086743,0.07468729464726963
36,1.6246141037469384,0.24715045367028232,19,0,0.5548989264864733,0.08273827537722725,0.099999986561539,0.07468729464726963
37,1.7948263647043936,0.24715045367028232,18,0,0.5803453187526331,0.08273827537722725,0.09999999999999531,0.07468729464726963
38,2.0491924684978047,0.24715045367028232,18,0,0.2895615548176876,0.08273827537722725,0.09999999992101306,0.07468729464726963
39,178.45780519751736,0.24715045367028232,15,0,4.478506573504099,0.08273827537722725,0.9,0.07468729464726963
40,16.86756666183183,0.24715045367028232,11,0,0.7983924392806526,0.08273827537722725,0.8218465074400589,0.07468729464726963
41,5.861592978870549,0.24715045367028232,14,0,0.831752666432524,0.08273827537722725,0.09999999999901753,0.07468729464726963
42,1.0224114693376471,0.24715045367028232,15,0,0.32094437738194653,0.08273827537722725,0.9,0.07468729464726963
43,2.2500497933554513,0.24715045367028232,17,0,0.2028943225395668,0.08273827537722725,0.09999999999965399,0.07468729464726963
44,25.285339407945454,0.24715045367028232,8,0,1.3579282825341523,0.08273827537722725,0.8997102393256329,0.07468729464726963
45,2.3400359726531477,0.24715045367028232,12,0,0.026004315945487178,0.08273827537722725,0.8973766449274317,0.07468729464726963
46,2.1294757579020183,0.24715045367028232,17,0,0.3048215520233291,0.08273827537722725,0.09999999540014345,0.07468729464726963
47,6.379005673585992,0.24715045367028232,8,0,1.5849072544854566,0.08273827537722725,0.014047285459937803,0.07468729464726963
48,1.2337615521767442,0.24715045367028232,11,0,0.5961778562514666,0.08273827537722725,0.2374394798444203,0.07468729464726963
49,25.17506662804844,0.24715045367028232,13,0,1.464701242639934,0.08273827537722725,0.5200003246994219,0.07468729464726963
50,0.13942306151467332,0.13942306151467332,1,1,0.061193967881452406,0.061193967881452406,0.07486489234773379,0.07486489234773379
51,3.1350753752111786,0.13942306151467332,15,1,0.02827799669764805,0.061193967881452406,0.9,0.07486489234773379
52,5.428381064318915,0.13942306151467332,8,1,0.08261961466529523,0.061193967881452406,0.8898246695872046,0.07486489234773379
53,1.5949472529501287,0.13942306151467332,8,1,0.004060541343471414,0.061193967881452406,0.024206076169108234,0.07486489234773379
54,3.154278018097885,0.13942306151467332,12,1,0.06614333495221275,0.061193967881452406,0.0999999999870633,0.07486489234773379
55,47.463379319479884,0.13942306151467332,3,1,1.7813176531006878,0.061193967881452406,0.8913266473236994,0.07486489234773379
56,0.6536996375249227,0.13942306151467332,11,1,0.5477397724148276,0.061193967881452406,0.4442766852980694,0.07486489234773379
57,4.900631310232746,0.13942306151467332,7,1,0.3977772048744466,0.061193967881452406,0.4433304222763653,0.07486489234773379
58,2.9832023692270044,0.13942306151467332,16,1,0.20167925065839518,0.061193967881452406,0.09999999996080901,0.07486489234773379
59,60.78526927491361,0.13942306151467332,1,1,2.1525796931683656,0.061193967881452406,0.8935769902983971,0.07486489234773379
60,4.769373527925839,0.13942306151467332,14,1,0.8583079999078898,0.061193967881452406,0.892401997354987,0.07486489234773379
61,1.889419866484012,0.13942306151467332,13,1,0.41239685904037005,0.061193967881452406,0.09999999969343129,0.07486489234773379
62,1.524272448589754,0.13942306151467332,18,1,0.5856033725430984,0.061193967881452406,0.046831184327362704,0.07486489234773379
63,1.9821709762035953,0.13942306151467332,14,1,0.016702643771359434,0.061193967881452406,0.33170773453586155,0.07486489234773379
64,23.238483083651005,0.13942306151467332,14,1,1.3850664781151423,0.061193967881452406,0.8937224396904071,0.07486489234773379
65,10.15374630561334,0.13942306151467332,15,1,0.6812437084025066,0.061193967881452406,0.9,0.07486489234773379
66,42.93992105606222,0.13942306151467332,1,1,2.4493595926643548,0.061193967881452406,0.7474174534228069,0.07486489234773379
67,21.369215257807443,0.13942306151467332,1,1,1.2749622074623577,0.061193967881452406,0.7373006263501359,0.07486489234773379
68,28.807797937957744,0.13942306151467332,5,1,1.374467647236336,0.061193967881452406,0.8707959919424082,0.07486489234773379
69,1.2064078403083314,0.13942306151467332,14,1,0.296707104179671,0.061193967881452406,0.22516092012759045,0.07486489234773379
70,38.091293938031676,0.13942306151467332,1,1,2.0489653449642793,0.061193967881452406,0.8378566022552546,0.07486489234773379
71,31.71307310610597,0.13942306151467332,15,1,1.9569907289149484,0.061193967881452406,0.9,0.07486489234773379
72,1.2496942519847625,0.13942306151467332,7,1,0.609981949392354,0.061193967881452406,0.033123921808349055,0.07486489234773379
73,9.09030936036095,0.13942306151467332,1,1,0.3384388107303393,0.061193967881452406,0.8921252606718545,0.07486489234773379
74,2.1133829322883586,0.13942306151467332,14,1,0.20718292617691025,0.061193967881452406,0.6196925289323779,0.07486489234773379
75,34.723241755395044,0.13942306151467332,6,1,2.5039421472734142,0.061193967881452406,0.6621579427332893,0.07486489234773379
76,0.9248198625144685,0.13942306151467332,6,1,0.5351568320148241,0.061193967881452406,0.0999996742853496,0.07486489234773379
77,76.79182225454421,0.13942306151467332,11,1,2.56074185458216,0.061193967881452406,0.8032376354481664,0.07486489234773379
78,9.630347798260704,0.13942306151467332,12,1,0.4454270996436267,0.061193967881452406,0.7957467086112082,0.07486489234773379
79,82.42066637728506,0.13942306151467332,8,1,2.8307239133503446,0.061193967881452406,0.7650692883850991,0.07486489234773379
