trial,score,best_so_far,peak_timing,best_peak_timing,peak_height,best_peak_height,crash_ratio,best_crash_ratio
80,1.7591410585092193,0.13942306151467332,18,1,0.582918200356833,0.061193967881452406,0.1,0.07486489234773379
81,32.151797673563365,0.13942306151467332,10,1,1.308847270892962,0.061193967881452406,0.8747057185498461,0.07486489234773379
82,1.9905592525985771,0.13942306151467332,17,1,0.40178723377211994,0.061193967881452406,0.09999999999999426,0.07486489234773379
83,33.25105676691427,0.13942306151467332,1,1,1.425793185228468,0.061193967881452406,0.8936662235018503,0.07486489234773379
84,5.841292187629992,0.13942306151467332,11,1,0.28701243874157345,0.061193967881452406,0.6411112381698121,0.07486489234773379
85,30.200883287693465,0.13942306151467332,11,1,1.800952822173017,0.061193967881452406,0.5454569122050346,0.07486489234773379
86,2.0962588310105716,0.13942306151467332,17,1,0.2072713371073334,0.061193967881452406,0.09999999999999393,0.07486489234773379
87,1.558430156694848,0.13942306151467332,17,1,0.34492751201872407,0.061193967881452406,0.06795011944570598,0.07486489234773379
88,130.43243507299908,0.13942306151467332,7,1,3.337376281948155,0.061193967881452406,0.8918772267997089,0.07486489234773379
89,10.590453832298365,0.13942306151467332,12,1,0.5776670558041579,0.061193967881452406,0.8993245555776364,0.07486489234773379
90,19.808680478119257,0.13942306151467332,6,1,0.8878053327591421,0.061193967881452406,0.8629599923954286,0.07486489234773379
91,88.8709549285417,0.13942306151467332,3,1,2.72211331470944,0.061193967881452406,0.8896237674765654,0.07486489234773379
92,1.6670755373731585,0.13942306151467332,14,1,0.17130051924628817,0.061193967881452406,0.4720552928898879,0.07486489234773379
93,0.7320476175096399,0.13942306151467332,5,1,0.5759010404133078,0.061193967881452406,0.12915731178843132,0.07486489234773379
94,2.239160861155648,0.13942306151467332,17,1,0.10034493909363634,0.061193967881452406,0.09999999998162501,0.07486489234773379
95,0.9470211406482664,0.13942306151467332,19,1,0.7102986992058377,0.061193967881452406,0.41336086070599276,0.07486489234773379
96,1.4005946022313813,0.13942306151467332,19,1,0.7371425109685155,0.061193967881452406,0.02493778832607023,0.07486489234773379
97,1.8687124167549813,0.13942306151467332,18,1,0.47186923523946694,0.061193967881452406,0.0999999999755892,0.07486489234773379
98,1.7547562951139288,0.13942306151467332,18,1,0.5972028841053315,0.061193967881452406,0.1,0.07486489234773379
99,8.0122748263384,0.13942306151467332,3,1,0.6938269662600424,0.061193967881452406,0.6685992416647591,0.07486489234773379
100,11.605445512172965,0.13942306151467332,1,1,0.869755241722252,0.061193967881452406,0.806527610282479,0.07486489234773379
101,17.146954720330026,0.13942306151467332,10,1,1.0124937869088944,0.061193967881452406,0.6418936053694532,0.07486489234773379
102,46.7713888941561,0.13942306151467332,7,1,1.7532419914716948,0.061193967881452406,0.8781618031695985,0.07486489234773379
103,129.90003325735907,0.13942306151467332,15,1,3.5981614859598237,0.061193967881452406,0.9,0.07486489234773379
104,1.0757161396420831,0.13942306151467332,19,1,0.6564326376890388,0.061193967881452406,0.10241202261870821,0.07486489234773379
105,5.969413384509078,0.13942306151467332,15,1,0.6544894964265431,0.061193967881452406,0.9,0.07486489234773379
106,25.7107712779554,0.13942306151467332,14,1,2.5215358878304426,0.061193967881452406,0.8955606764629065,0.07486489234773379
107,0.9464394792282638,0.13942306151467332,5,1,0.42200270821030966,0.061193967881452406,0.08303880479427451,0.07486489234773379
108,66.99966618659066,0.13942306151467332,3,1,3.142615411454244,0.061193967881452406,0.8560982717376475,0.07486489234773379
109,10.726481299445899,0.13942306151467332,12,1,0.4303424859697596,0.061193967881452406,0.8543329898213908,0.07486489234773379
110,2.3256558468796946,0.13942306151467332,17,1,0.16946775863996125,0.061193967881452406,0.09999999976777157,0.07486489234773379
111,4.164054536189453,0.13942306151467332,14,1,0.07589426574461205,0.061193967881452406,0.6689384153973322,0.07486489234773379
112,4.91006584951428,0.13942306151467332,14,1,0.6242918607800707,0.061193967881452406,0.09999999999289437,0.07486489234773379
113,2.6954036492202547,0.13942306151467332,8,1,0.27830059289475934,0.061193967881452406,0.2999414648962344,0.07486489234773379
114,0.5989896616624572,0.13942306151467332,8,1,0.6291101109971412,0.061193967881452406,0.6410436170001278,0.07486489234773379
115,1.4438476927719404,0.13942306151467332,14,1,0.5384541025745093,0.061193967881452406,0.8637465317279954,0.07486489234773379
116,75.46586318841695,0.13942306151467332,9,1,3.6325877835610245,0.061193967881452406,0.4423309674376963,0.07486489234773379
117,89.74612674544514,0.13942306151467332,15,1,3.325656682190961,0.061193967881452406,0.9,0.07486489234773379
118,3.540770220420791,0.13942306151467332,15,1,0.2899011043770719,0.061193967881452406,0.9,0.07486489234773379
119,56.486802910108146,0.13942306151467332,15,1,2.262236632727953,0.061193967881452406,0.9,0.07486489234773379
120,8.446414444445095,0.13942306151467332,15,1,0.5532921675688666,0.061193967881452406,0.9,0.07486489234773379
121,10.876304024026062,0.13942306151467332,15,1,1.0478476747190157,0.061193967881452406,0.9,0.07486489234773379
122,0.781692568103088,0.13942306151467332,4,1,0.2135315347863431,0.061193967881452406,0.08401285737588247,0.07486489234773379
123,73.68371019528362,0.13942306151467332,12,1,2.3026131770887006,0.061193967881452406,0.8808383618737031,0.07486489234773379
124,22.780662998342827,0.13942306151467332,15,1,1.3199393143354883,0.061193967881452406,0.9,0.07486489234773379
125,0.6804637113391182,0.13942306151467332,15,1,0.5512081574553529,0.061193967881452406,0.9,0.07486489234773379
126,63.91804347311004,0.13942306151467332,10,1,2.4462013407978223,0.061193967881452406,0.7380349182253488,0.07486489234773379
127,2.0953684211316657,0.13942306151467332,17,1,0.23140476135465812,0.061193967881452406,0.09999999999992107,0.07486489234773379
128,4.605769005253334,0.13942306151467332,13,1,0.46360623559301833,0.061193967881452406,0.09999999996979249,0.07486489234773379
129,2.2559747109285504,0.13942306151467332,12,1,0.12868415557389032,0.061193967881452406,0.09999999997784932,0.07486489234773379
130,4.330408431643968,0.13942306151467332,15,1,0.19012622180037084,0.061193967881452406,0.9,0.07486489234773379
131,2.976904538637922,0.13942306151467332,14,1,0.03745616256935551,0.061193967881452406,0.09999999921090036,0.07486489234773379
132,8.74274731865421,0.13942306151467332,10,1,0.647271726682559,0.061193967881452406,0.3399204679336435,0.07486489234773379
133,154.51041779548956,0.13942306151467332,1,1,3.777949817682951,0.061193967881452406,0.8933052158748871,0.07486489234773379
134,3.8790499913306147,0.13942306151467332,6,1,0.8355523343332496,0.061193967881452406,0.04878517200689419,0.07486489234773379
135,1.6064730596052048,0.13942306151467332,19,1,0.8127845450707605,0.061193967881452406,0.08837975253928071,0.07486489234773379
136,30.200293536510276,0.13942306151467332,11,1,1.290209714483756,0.061193967881452406,0.8393554280359222,0.07486489234773379
137,72.67462443586385,0.13942306151467332,4,1,2.8477625595001608,0.061193967881452406,0.8421933428805091,0.07486489234773379
138,0.6333495152216111,0.13942306151467332,15,1,0.6394434966792477,0.061193967881452406,0.9,0.07486489234773379
139,10.82343032056859,0.13942306151467332,15,1,0.5345169109771034,0.061193967881452406,0.9,0.07486489234773379
140,2.5838648327265004,0.13942306151467332,15,1,0.045050768355872135,0.061193967881452406,0.9,0.07486489234773379
141,5.076741659215511,0.13942306151467332,8,1,0.9421194190120947,0.061193967881452406,0.1290324364128847,0.07486489234773379
142,4.60799132284061,0.13942306151467332,6,1,0.7234441896410333,0.061193967881452406,0.001058363741822027,0.07486489234773379
143,0.7606453923228534,0.13942306151467332,3,1,0.016815215525705716,0.061193967881452406,0.08076277558303491,0.07486489234773379
144,25.4748678804607,0.13942306151467332,11,1,1.0320834007349657,0.061193967881452406,0.8898036083813251,0.07486489234773379
145,46.90236009051133,0.13942306151467332,3,1,1.8563520766187522,0.061193967881452406,0.8890375159706162,0.07486489234773379
146,3.5155149375257793,0.13942306151467332,12,1,0.24718742004191954,0.061193967881452406,0.8920328016566049,0.07486489234773379
147,1.557194315401905,0.13942306151467332,14,1,0.7734455131591826,0.061193967881452406,0.6824650277177667,0.07486489234773379
148,4.685709878359926,0.13942306151467332,9,1,0.5554023578794426,0.061193967881452406,0.09662360081068563,0.07486489234773379
149,2.373285839216047,0.13942306151467332,15,1,0.11797424347490393,0.061193967881452406,0.9,0.07486489234773379
150,2.0974650189041806,0.13942306151467332,18,1,0.18672952056479683,0.061193967881452406,0.09999999999703096,0.07486489234773379
151,2.0796511955148635,0.13942306151467332,17,1,0.3411617530799299,0.061193967881452406,0.1,0.07486489234773379
152,88.72117712204242,0.13942306151467332,10,1,3.0877970704057756,0.061193967881452406,0.897938167509361,0.07486489234773379
153,51.63357881624273,0.13942306151467332,1,1,1.7818457185821048,0.061193967881452406,0.893251008554238,0.07486489234773379
154,213.86754696799917,0.13942306151467332,7,1,4.564715632391544,0.061193967881452406,0.8756848289049011,0.07486489234773379
155,49.43236896494002,0.13942306151467332,2,1,2.5632470671526053,0.061193967881452406,0.7383333081914492,0.07486489234773379
156,1.7112556309769402,0.13942306151467332,12,1,0.26558141238498834,0.061193967881452406,0.09999999991657502,0.07486489234773379
157,11.970749119643418,0.13942306151467332,8,1,0.5109158224840474,0.061193967881452406,0.86608226388466,0.07486489234773379
158,69.28402011617572,0.13942306151467332,11,1,2.8688221725691982,0.061193967881452406,0.626631905817374,0.07486489234773379
159,2.170619918732316,0.13942306151467332,17,1,0.18665606204017574,0.061193967881452406,0.09999999999882644,0.07486489234773379
160,2.0319009221421735,0.13942306151467332,18,1,0.3313850476317329,0.061193967881452406,0.09999999999994189,0.07486489234773379
161,0.8681541791498976,0.13942306151467332,3,1,0.22045055074023215,0.061193967881452406,0.0966778313950167,0.07486489234773379
162,8.815564673418447,0.13942306151467332,13,1,0.47911814842692113,0.061193967881452406,0.6288473676559039,0.07486489234773379
163,100.20041044376899,0.13942306151467332,1,1,2.9304204204745106,0.061193967881452406,0.8932788626332143,0.07486489234773379
164,2.5743147817063203,0.13942306151467332,16,1,0.06466953016141531,0.061193967881452406,0.09999999999997582,0.07486489234773379
165,0.7491474286604434,0.13942306151467332,19,1,0.7038857950598065,0.061193967881452406,0.4751869427504658,0.07486489234773379
166,68.72794522011067,0.13942306151467332,4,1,3.2138324346753473,0.061193967881452406,0.882926654229275,0.07486489234773379
167,8.40819913330853,0.13942306151467332,15,1,1.125500531496584,0.061193967881452406,0.9,0.07486489234773379
168,112.75167142946538,0.13942306151467332,4,1,3.175052243064739,0.061193967881452406,0.8884371793845649,0.07486489234773379
169,1.9096401561375846,0.13942306151467332,17,1,0.48714140449441984,0.061193967881452406,0.0999999999987097,0.07486489234773379
170,1.292001852550436,0.13942306151467332,7,1,0.5447235946863774,0.061193967881452406,0.019992421321628165,0.07486489234773379
171,0.3163836203893404,0.13942306151467332,0,1,0.009505925914422841,0.061193967881452406,0.0893025146408274,0.07486489234773379
172,47.95235280791958,0.13942306151467332,11,1,2.5409339848061943,0.061193967881452406,0.5037270875357376,0.07486489234773379
173,2.349198494692801,0.13942306151467332,16,1,0.13623720980230544,0.061193967881452406,0.09999999999930535,0.07486489234773379
174,36.19682205612941,0.13942306151467332,7,1,2.5730665456816753,0.061193967881452406,0.7193986783252704,0.07486489234773379
175,17.63207878672125,0.13942306151467332,9,1,2.947265765864325,0.061193967881452406,0.04263550347013789,0.07486489234773379
176,0.6870776422810887,0.13942306151467332,19,1,0.7018591091492606,0.061193967881452406,0.6258595114883254,0.07486489234773379
177,67.24842469190688,0.13942306151467332,1,1,2.3234247518871167,0.061193967881452406,0.8926982476931693,0.07486489234773379
178,3.254944556404795,0.13942306151467332,16,1,0.17488707286097793,0.061193967881452406,0.09999999999892223,0.07486489234773379
179,41.034551421502115,0.13942306151467332,2,1,2.01670985101995,0.061193967881452406,0.8169664378879962,0.07486489234773379
180,23.96121666614646,0.13942306151467332,6,1,1.5693123818690202,0.061193967881452406,0.13346958255824037,0.07486489234773379
181,2.4253040343169308,0.13942306151467332,17,1,0.07293177268722807,0.061193967881452406,0.09999999999761819,0.07486489234773379
182,0.6582463512867798,0.13942306151467332,4,1,0.6080473911967209,0.061193967881452406,0.1914675480036788,0.07486489234773379
183,10.405506812166747,0.13942306151467332,10,1,0.511469667267871,0.061193967881452406,0.8437939348305153,0.07486489234773379
184,1.9424633748541567,0.13942306151467332,18,1,0.3512788712380598,0.061193967881452406,0.09999999995064096,0.07486489234773379
185,43.85157662376794,0.13942306151467332,1,1,2.1515996969873203,0.061193967881452406,0.840412004981158,0.07486489234773379
186,1.5104866394972944,0.13942306151467332,12,1,0.21006505038141535,0.061193967881452406,0.09990130016788286,0.07486489234773379
187,159.45930508606435,0.13942306151467332,8,1,3.707844437511624,0.061193967881452406,0.8927586178964874,0.07486489234773379
188,3.301824505518763,0.13942306151467332,15,1,0.4101343416331924,0.061193967881452406,0.9,0.07486489234773379
189,10.472045961359063,0.13942306151467332,8,1,0.4906688108847229,0.061193967881452406,0.820807022058077,0.07486489234773379
190,1.950525400108372,0.13942306151467332,15,1,0.07496529426321227,0.061193967881452406,0.9,0.07486489234773379
191,62.81974765090832,0.13942306151467332,5,1,2.4727439480954887,0.061193967881452406,0.8799899995987747,0.07486489234773379
192,2.5504875384657923,0.13942306151467332,16,1,0.008979451855310181,0.061193967881452406,0.09999999996244821,0.07486489234773379
193,1.075413281792686,0.13942306151467332,13,1,0.21231430042354085,0.061193967881452406,0.4172752623748639,0.07486489234773379
194,1.0773266115222795,0.13942306151467332,7,1,0.59201253374601,0.061193967881452406,0.18250118490857606,0.07486489234773379
195,30.679419217972214,0.13942306151467332,10,1,1.2065108418542303,0.061193967881452406,0.8896035101037648,0.07486489234773379
196,3.8118070004334093,0.13942306151467332,15,1,0.05214035868399485,0.061193967881452406,0.9,0.07486489234773379
197,1.0013357325536356,0.13942306151467332,19,1,0.7204386111209923,0.061193967881452406,0.24206406743216843,0.07486489234773379
198,91.44656609783134,0.13942306151467332,8,1,2.911458536531195,0.061193967881452406,0.8533351211618376,0.07486489234773379
199,1.881988323708489,0.13942306151467332,14,1,0.46312026706780723,0.061193967881452406,0.09999999999992384,0.07486489234773379
200,188.02792657987462,0.13942306151467332,15,1,4.5464749482637945,0.061193967881452406,0.9,0.07486489234773379
201,3.6269130782686054,0.13942306151467332,15,1,0.41794029044343073,0.061193967881452406,0.0999999999999498,0.07486489234773379
202,3.17832506123053,0.13942306151467332,13,1,0.433633742885004,0.061193967881452406,0.42773104349095636,0.07486489234773379
203,0.8804315070155454,0.13942306151467332,5,1,0.5011503919671036,0.061193967881452406,0.034654444706640156,0.07486489234773379
204,0.740312919612435,0.13942306151467332,19,1,0.5471563955084502,0.061193967881452406,0.4887226200521311,0.07486489234773379
205,13.401990723579056,0.13942306151467332,2,1,1.7195023691196683,0.061193967881452406,0.20372187452351756,0.07486489234773379
206,1.5293608258414852,0.13942306151467332,19,1,0.7552136820936957,0.061193967881452406,0.057474175202497424,0.07486489234773379
207,12.596853593003285,0.13942306151467332,1,1,0.5701641451217199,0.061193967881452406,0.8929915869109287,0.07486489234773379
208,182.80137692557287,0.13942306151467332,5,1,5.092307710655256,0.061193967881452406,0.8392407471659059,0.07486489234773379
209,1.6450549679755992,0.13942306151467332,15,1,0.08523668533685573,0.061193967881452406,0.9,0.07486489234773379
210,1.618134394088869,0.13942306151467332,18,1,0.5919795915942262,0.061193967881452406,0.09999999991480742,0.07486489234773379
211,1.9041924036818016,0.13942306151467332,17,1,0.47782846888265484,0.061193967881452406,0.09999999999999999,0.07486489234773379
212,1.7539415620748113,0.13942306151467332,18,1,0.6012072202492381,0.061193967881452406,0.09999999999993461,0.07486489234773379
213,2.9484270332568188,0.13942306151467332,14,1,0.002466247770157206,0.061193967881452406,0.09999999999358006,0.07486489234773379
214,32.14514306224818,0.13942306151467332,11,1,1.7726177841734874,0.061193967881452406,0.429650989962474,0.07486489234773379
215,102.26012785075987,0.13942306151467332,6,1,3.2082751606163207,0.061193967881452406,0.8815485847250792,0.07486489234773379
216,7.0149001270949185,0.13942306151467332,12,1,0.4489328812791655,0.061193967881452406,0.37489588256897544,0.07486489234773379
217,1.2833180486907356,0.13942306151467332,10,1,0.6407141752566496,0.061193967881452406,0.3065178424121693,0.07486489234773379
218,1.7986672389489804,0.13942306151467332,18,1,0.529490503766017,0.061193967881452406,0.09999999999999999,0.07486489234773379
219,87.64520772438942,0.13942306151467332,11,1,3.5151509272246324,0.061193967881452406,0.6308289436599537,0.07486489234773379
220,1.04189334857028,0.13942306151467332,18,1,0.6115385998008377,0.061193967881452406,0.03867691230386404,0.07486489234773379
221,5.553949510547902,0.13942306151467332,13,1,0.12296744812930789,0.061193967881452406,0.8279678361645116,0.07486489234773379
222,18.58290568676572,0.13942306151467332,15,1,1.0772075378832076,0.061193967881452406,0.9,0.07486489234773379
223,62.30713055939453,0.13942306151467332,10,1,2.4075058588954596,0.061193967881452406,0.8028025425508815,0.07486489234773379
224,3.491951169389889,0.13942306151467332,15,1,0.07268823978175176,0.061193967881452406,0.9,0.07486489234773379
225,32.22575149452451,0.13942306151467332,12,1,1.828677600812791,0.061193967881452406,0.507786323597419,0.07486489234773379
226,1.545981612695652,0.13942306151467332,19,1,0.7786566158447977,0.061193967881452406,0.0684386448098579,0.07486489234773379
227,9.586665151716922,0.13942306151467332,13,1,1.458696526206003,0.061193967881452406,0.09999999832581213,0.07486489234773379
228,5.191475402200806,0.13942306151467332,14,1,0.3717622032464764,0.061193967881452406,0.4024164009821154,0.07486489234773379
229,23.132025154404793,0.13942306151467332,10,1,1.7423305237991893,0.061193967881452406,0.44906333571724977,0.07486489234773379
230,17.5850639128701,0.13942306151467332,7,1,1.001348601580207,0.061193967881452406,0.690938577956646,0.07486489234773379
231,1.2141703416581755,0.13942306151467332,5,1,0.09130692938081804,0.061193967881452406,0.04104811184734083,0.07486489234773379
232,2.368729666966398,0.13942306151467332,17,1,0.05944561082054235,0.061193967881452406,0.09999999999999998,0.07486489234773379
233,2.8506788165453347,0.13942306151467332,16,1,0.1243976748823149,0.061193967881452406,0.09999999999805355,0.07486489234773379
234,35.22277778711873,0.13942306151467332,8,1,1.5003218559515983,0.061193967881452406,0.7929789661995381,0.07486489234773379
235,4.031176050992594,0.13942306151467332,14,1,0.2727148197076024,0.061193967881452406,0.09999999998596613,0.07486489234773379
236,69.73939235661614,0.13942306151467332,15,1,3.3761058875626406,0.061193967881452406,0.9,0.07486489234773379
237,1.7799364896413576,0.13942306151467332,18,1,0.5235870414857839,0.061193967881452406,0.09999999999930378,0.07486489234773379
238,14.696981004085552,0.13942306151467332,13,1,0.6773774004479294,0.061193967881452406,0.8221847127958366,0.07486489234773379
239,2.195904171267924,0.13942306151467332,7,1,0.18260009270715397,0.061193967881452406,0.018870518411640932,0.07486489234773379
240,4.824919833733121,0.13942306151467332,15,1,0.5066975753821578,0.061193967881452406,0.9,0.07486489234773379
241,5.5130149390673076,0.13942306151467332,5,1,1.3973971796140923,0.061193967881452406,0.07753485982734645,0.07486489234773379
242,1.4278839135003287,0.13942306151467332,19,1,0.7357453712058887,0.061193967881452406,0.017456834307016555,0.07486489234773379
243,2.3082443980503045,0.13942306151467332,17,1,0.10839589939378871,0.061193967881452406,0.09999999999998804,0.07486489234773379
244,2.025693370719114,0.13942306151467332,17,1,0.28368364931197504,0.061193967881452406,0.09999999999628498,0.07486489234773379
245,2.4800042147097825,0.13942306151467332,16,1,0.13370597353267324,0.061193967881452406,0.09999999999416795,0.07486489234773379
246,1.8904329216642732,0.13942306151467332,18,1,0.37677312850629036,0.061193967881452406,0.09999999999967041,0.07486489234773379
247,20.07876329113066,0.13942306151467332,15,1,1.0794708593098272,0.061193967881452406,0.9,0.07486489234773379
248,0.9454514121568979,0.13942306151467332,17,1,0.5400820101793591,0.061193967881452406,0.028334879668624025,0.07486489234773379
249,72.83988986100701,0.13942306151467332,9,1,2.8057961443530965,0.061193967881452406,0.7005099649088052,0.07486489234773379
250,1.241071922738393,0.13942306151467332,8,1,0.2952548130522894,0.061193967881452406,0.1104538505002638,0.07486489234773379
251,9.331961780893748,0.13942306151467332,15,1,0.6937741684274975,0.061193967881452406,0.9,0.07486489234773379
252,7.990371484959399,0.13942306151467332,9,1,0.3126709619870863,0.061193967881452406,0.8657146381320874,0.07486489234773379
253,27.051400823599835,0.13942306151467332,2,1,1.4001509005041566,0.061193967881452406,0.8852016032506094,0.07486489234773379
254,30.12208630947254,0.13942306151467332,6,1,1.2900589782833745,0.061193967881452406,0.8823092269988543,0.07486489234773379
255,47.056372626633305,0.13942306151467332,9,1,2.0873214545694716,0.061193967881452406,0.6784926461811309,0.07486489234773379
256,0.41872717227280476,0.13942306151467332,3,1,0.3620068275322137,0.061193967881452406,0.013133633304042686,0.07486489234773379
257,3.1444897531944567,0.13942306151467332,15,1,0.19548994542179382,0.061193967881452406,0.09999999999848842,0.07486489234773379
258,1.2528022103279035,0.13942306151467332,19,1,0.685349885495808,0.061193967881452406,0.0226138534822882,0.07486489234773379
259,1.5264693985756395,0.13942306151467332,15,1,0.30727610017138696,0.061193967881452406,0.9,0.07486489234773379
260,23.118226055975217,0.13942306151467332,15,1,1.2123005366565032,0.061193967881452406,0.9,0.07486489234773379
261,2.6509053215843417,0.13942306151467332,15,1,0.019471903675239738,0.061193967881452406,0.9,0.07486489234773379
262,2.537857979098719,0.13942306151467332,16,1,0.038335899516679345,0.061193967881452406,0.09999999999967918,0.07486489234773379
263,0.6999015512089741,0.13942306151467332,17,1,0.5941068132777915,0.061193967881452406,0.15807150853859822,0.07486489234773379
264,1.7377748326352835,0.13942306151467332,16,1,0.30053101218550105,0.061193967881452406,0.7528900589172128,0.07486489234773379
265,1.3213299861168208,0.13942306151467332,14,1,0.33423830548870814,0.061193967881452406,0.8567198032446337,0.07486489234773379
266,0.8117663301417998,0.13942306151467332,19,1,0.6695260672282073,0.061193967881452406,0.31005050479444474,0.07486489234773379
267,1.7944780329324965,0.13942306151467332,8,1,0.19101935599750344,0.061193967881452406,0.029271646504993587,0.07486489234773379
268,0.6469211753000859,0.13942306151467332,19,1,0.6221488859450741,0.061193967881452406,0.764683705244686,0.07486489234773379
269,0.7666489766409859,0.13942306151467332,14,1,0.5433965522579066,0.061193967881452406,0.4764795342648084,0.07486489234773379
270,2.521763938752009,0.13942306151467332,15,1,0.12580712029535818,0.061193967881452406,0.0999999998926195,0.07486489234773379
271,1.5718383198963621,0.13942306151467332,15,1,0.6952527145658255,0.061193967881452406,0.9,0.07486489234773379
272,1.915032541741996,0.13942306151467332,18,1,0.375178628589616,0.061193967881452406,0.0999999999931254,0.07486489234773379
273,1.8135325862161533,0.13942306151467332,18,1,0.5380553382120197,0.061193967881452406,0.09999999999899904,0.07486489234773379
274,107.81181314343615,0.13942306151467332,8,1,2.9281724502181548,0.061193967881452406,0.893004191312717,0.07486489234773379
275,2.778789284241993,0.13942306151467332,15,1,0.013371976110809336,0.061193967881452406,0.9,0.07486489234773379
276,2.0827282768313835,0.13942306151467332,18,1,0.15711055235025503,0.061193967881452406,0.0999999999997249,0.07486489234773379
277,71.63458169533683,0.13942306151467332,1,1,3.084358694902719,0.061193967881452406,0.839962548210973,0.07486489234773379
278,15.437518779698044,0.13942306151467332,11,1,1.5119952087770359,0.061193967881452406,0.3162010095737683,0.07486489234773379
279,2.352892722751163,0.13942306151467332,17,1,0.1595962999810475,0.061193967881452406,0.09999999999999346,0.07486489234773379
280,10.563123451143747,0.13942306151467332,6,1,1.7186867540435633,0.061193967881452406,0.013313196740276811,0.07486489234773379
281,20.87594298287782,0.13942306151467332,12,1,1.0418353330526169,0.061193967881452406,0.7430740530270442,0.07486489234773379
282,132.75419680630367,0.13942306151467332,7,1,3.4050976275779754,0.061193967881452406,0.8794329901018345,0.07486489234773379
283,1.7397091071302584,0.13942306151467332,15,1,0.2817886166337438,0.061193967881452406,0.9,0.07486489234773379
284,1.886960818024275,0.13942306151467332,13,1,0.2928182544196016,0.061193967881452406,0.0999999989645323,0.07486489234773379
285,1.6044568541755613,0.13942306151467332,15,1,0.8147111286738478,0.061193967881452406,0.9,0.07486489234773379
286,0.7525648512841325,0.13942306151467332,15,1,0.5170080471193325,0.061193967881452406,0.9,0.07486489234773379
287,6.688061693754516,0.13942306151467332,15,1,0.9124301253331587,0.061193967881452406,0.9,0.07486489234773379
288,1.8933843343169503,0.13942306151467332,18,1,0.4031972197059213,0.061193967881452406,0.1,0.07486489234773379
289,0.11495107880511861,0.11495107880511861,2,2,0.02725902500264201,0.02725902500264201,0.033598242143165036,0.033598242143165036
290,1.083043469927086,0.11495107880511861,6,2,0.6687294013951145,0.02725902500264201,0.11316668988120426,0.033598242143165036
291,0.5688494271609182,0.11495107880511861,4,2,0.5482807898656028,0.02725902500264201,0.10747826322140083,0.033598242143165036
292,0.7287180704293695,0.11495107880511861,19,2,0.6988100268204323,0.02725902500264201,0.5073543297051681,0.033598242143165036
293,1.5787924853053537,0.11495107880511861,19,2,0.8247249355863634,0.02725902500264201,0.052579218496183085,0.033598242143165036
294,87.49148580288353,0.11495107880511861,15,2,3.117051706715179,0.02725902500264201,0.9,0.033598242143165036
295,33.22877606098242,0.11495107880511861,11,2,1.6499179310090788,0.02725902500264201,0.607967484412162,0.033598242143165036
296,7.872893972963601,0.11495107880511861,1,2,0.2501014866405996,0.02725902500264201,0.8929865113118057,0.033598242143165036
297,1.3702133349336725,0.11495107880511861,19,2,0.675446775252404,0.02725902500264201,0.029192481612791976,0.033598242143165036
298,2.323695226355889,0.11495107880511861,17,2,0.1510240516841979,0.02725902500264201,0.09999999999201081,0.033598242143165036
299,4.643052709878073,0.11495107880511861,15,2,0.5738779363519154,0.02725902500264201,0.9,0.033598242143165036
300,1.8429965869789042,0.11495107880511861,18,2,0.5137446549169161,0.02725902500264201,0.09999999999993493,0.033598242143165036
301,1.229306817473457,0.11495107880511861,15,2,0.4110788606338448,0.02725902500264201,0.9,0.033598242143165036
302,12.451241344859051,0.11495107880511861,1,2,2.58177345397342,0.02725902500264201,0.0846607708457209,0.033598242143165036
303,126.77643728240245,0.11495107880511861,6,2,3.711893074495132,0.02725902500264201,0.8782264888514172,0.033598242143165036
304,8.634783312698135,0.11495107880511861,15,2,0.7659199451959182,0.02725902500264201,0.9,0.033598242143165036
305,1.0573200276805363,0.11495107880511861,5,2,0.12777537275838083,0.02725902500264201,0.11498793900373594,0.033598242143165036
306,2.664286209781901,0.11495107880511861,17,2,0.0730874077118258,0.02725902500264201,0.0999999999970433,0.033598242143165036
307,1.5219417566135807,0.11495107880511861,15,2,0.12521929854792338,0.02725902500264201,0.9,0.033598242143165036
308,21.29973004049762,0.11495107880511861,9,2,0.8878422317064344,0.02725902500264201,0.8845639062606744,0.033598242143165036
309,1.059699326185728,0.11495107880511861,17,2,0.3807802114416041,0.02725902500264201,0.22807348687876758,0.033598242143165036
310,0.47408093735617707,0.11495107880511861,2,2,0.2953912075174652,0.02725902500264201,0.03965292392364378,0.033598242143165036
311,1.657924138035152,0.11495107880511861,19,2,0.8507525967264754,0.02725902500264201,0.09988102930695529,0.033598242143165036
312,10.209755869353243,0.11495107880511861,9,2,1.44955840865056,0.02725902500264201,0.05236137382669245,0.033598242143165036
313,1.095754233832976,0.11495107880511861,19,2,0.6006691541551505,0.02725902500264201,0.08145771516363173,0.033598242143165036
314,149.88662312824601,0.11495107880511861,1,2,3.7541844458630744,0.02725902500264201,0.8932825427346696,0.033598242143165036
315,5.478366954043959,0.11495107880511861,14,2,0.29780167136485136,0.02725902500264201,0.5780702346643442,0.033598242143165036
316,1.9476917891782646,0.11495107880511861,17,2,0.3246764203774066,0.02725902500264201,0.09988469620830384,0.033598242143165036
317,1.5369362388320267,0.11495107880511861,15,2,0.31863671117554315,0.02725902500264201,0.9,0.033598242143165036
318,0.6845816131379702,0.11495107880511861,4,2,0.38474933462381794,0.02725902500264201,0.04054829049015008,0.033598242143165036
