trial,score,deer.birth,deer.surv,metric.crash_ratio,metric.peak_height,metric.peak_timing,predation.predAtk,predation.predCap,predation.predEff,predators.mort,vegetation.browse,vegetation.capMax,vegetation.vegRate
85,30.200883287693465,0.6092834750263578,0.9671104715944132,0.5454569122050346,1.800952822173017,11,0.003044553899576284,0.2534028429785028,0.0016258627298620623,0.2888943332912549,0.41895001747330335,220197.15042316105,0.5573269288982241
86,2.0962588310105716,1.3216368906357512,0.721494989205816,0.09999999999999393,0.2072713371073334,17,0.000587772012373243,0.757321697703566,0.005008836271836593,0.3668035632161418,0.5953542836371317,109826.94441008722,0.3358283313417025
87,1.558430156694848,1.3822201693430378,0.6169908349160664,0.06795011944570598,0.34492751201872407,17,0.0027565497518639084,0.3760481112600774,0.00922258809181904,0.26887321904866013,0.5008343673460166,167495.96694824775,0.3102344888910119
88,130.43243507299908,1.2110055638028019,0.6991723633046456,0.8918772267997089,3.337376281948155,7,0.004671274844215759,0.48157702443820793,0.008214467258196505,0.16293432214292852,0.16574844169322459,356488.6190171482,0.5288024905364209
89,10.590453832298365,0.9406763119901309,0.5713258008237387,0.8993245555776364,0.5776670558041579,12,0.0026931335982305167,0.3433553504390564,0.005541578299854569,0.28541212959057627,0.5993413999376033,267820.0711725316,0.18614795136534265
90,19.808680478119257,1.127748584858514,0.7744628681527526,0.8629599923954286,0.8878053327591421,6,0.0011681954490664367,0.70921280383437,0.0004842906260181541,0.380011421235642,0.11319142422426325,182968.75207329198,0.27865332395123565
91,88.8709549285417,1.0973199465360812,0.8939588248205864,0.8896237674765654,2.72211331470944,3,0.004904100284229595,0.47102935217395997,0.0004183451328884831,0.2660768405624939,0.2316472514945894,339650.8488207606,0.4260844498047515
92,1.6670755373731585,0.8962755887936094,0.7524565216676296,0.4720552928898879,0.17130051924628817,14,0.002284911908333974,0.6640772534350463,0.004129287266476326,0.3377472234210349,0.524514224432585,358304.10027590895,0.35820645329264456
93,0.7320476175096399,0.8047051106462885,0.8324982073217033,0.12915731178843132,0.5759010404133078,5,0.003249358344570074,0.7740004984980877,0.008530796298830636,0.4338908265590853,0.5815221783445303,230236.9923151142,0.10107311907521381
94,2.239160861155648,1.1834616284009272,0.9187438483512974,0.09999999998162501,0.10034493909363634,17,0.00017997754963851407,0.10815763510431872,0.006330052117703673,0.4628366764267394,0.43123045513378977,181331.5692586879,0.23420554453836648
95,0.9470211406482664,0.5885988137448781,0.8041989578147798,0.41336086070599276,0.7102986992058377,19,0.00436295987341915,0.4271267689124499,0.006955311569792684,0.45460930916372844,0.2603828831538754,318965.23735613667,0.598481294544167
96,1.4005946022313813,0.8373569807977833,0.5698735019357113,0.02493778832607023,0.7371425109685155,19,0.002656066007584726,0.5310388526285463,0.007935568765115485,0.10989231506200577,0.17602066557912527,334765.90885190776,0.037134671519555525
97,1.8687124167549813,0.7167468126706817,0.9381579276913063,0.0999999999755892,0.47186923523946694,18,0.000716017041782484,0.4419774263517479,0.002577074527164746,0.15000355283480238,0.3718262211224492,358668.6715663535,0.05659132688939683
98,1.7547562951139288,1.1098497971291714,0.5758282985944577,0.1,0.5972028841053315,18,0.0022089280531272706,0.34373078077661945,0.005896338466007893,0.33030119010920567,0.5407256541593298,337482.5846320468,0.015544484558373914
99,8.0122748263384,0.6792952991980031,0.6846527595043258,0.6685992416647591,0.6938269662600424,3,0.002416298701265551,0.2516248466384384,0.005740630788889852,0.3001616071839631,0.5071823550855592,160031.43181046442,0.26034227369192964
100,11.605445512172965,1.0924068343358124,0.6317505824855493,0.806527610282479,0.869755241722252,1,0.0028298621202700173,0.6329295688239103,0.007459454969594986,0.05305079786471997,0.5867666907461175,174473.84124264622,0.5956883057398695
101,17.146954720330026,0.757574736313275,0.8834528573636473,0.6418936053694532,1.0124937869088944,10,0.003035521458322248,0.34947281246001904,0.006384347886158624,0.32181884667124294,0.5424931745362352,238952.7316876385,0.36777983091511995
102,46.7713888941561,1.2545034052662647,0.8015590897697111,0.8781618031695985,1.7532419914716948,7,0.004517066818512803,0.5993895175569444,0.003123882195328729,0.23718689937652143,0.3955089241900522,310697.08053462685,0.4098810305877821
103,129.90003325735907,0.7655994064662397,0.8587908151704183,0.9,3.5981614859598237,15,0.000878612532186311,0.16233582808476602,0.0054171072018949894,0.48660010316932967,0.05408002544773136,314355.1257405563,0.35194854516735763
104,1.0757161396420831,0.731273076106936,0.8958511100203554,0.10241202261870821,0.6564326376890388,19,0.0024094982254537693,0.7355152197247016,0.007478265539634598,0.18919616928688654,0.4982835717404384,372315.831834143,0.3232029004846432
105,5.969413384509078,1.3698501885164767,0.9128674865114345,0.9,0.6544894964265431,15,0.0036212214520215534,0.8829509063646179,0.009674333985635322,0.4081561926896641,0.0844542090035296,388125.8537180408,0.07795012739535805
106,25.7107712779554,0.9829150774421531,0.7182972933122598,0.8955606764629065,2.5215358878304426,14,0.0033643054951778316,0.6214896777483612,0.005866372911939052,0.41653613157658387,0.008351193060540706,333018.22994846,0.22580727914928417
107,0.9464394792282638,0.5225221846818341,0.9244327257031291,0.08303880479427451,0.42200270821030966,5,0.0028072562075582698,0.8279675224316856,0.002252603640736201,0.059712009345291854,0.1402931413269499,114670.75270375382,0.564772216149937
108,66.99966618659066,0.8674662702158714,0.5670929660034661,0.8560982717376475,3.142615411454244,3,0.00473133453364329,0.3087098967026044,0.004951614958833148,0.07568023935225615,0.18131410471755013,371004.0442969255,0.4960746573203641
109,10.726481299445899,1.1034375969651542,0.8567072583311224,0.8543329898213908,0.4303424859697596,12,0.0047298974418542705,0.4062577404025144,0.007435576696914892,0.10262576413262245,0.2721862541333355,123412.49558602768,0.5334829920318164
110,2.3256558468796946,0.8673042971279304,0.9567303321829086,0.09999999976777157,0.16946775863996125,17,0.00016406507613180704,0.3649504649242701,0.004461661706303981,0.4767609298301706,0.2936082226737687,111686.92310736912,0.25478187118771606
111,4.164054536189453,0.9900192753339304,0.9693644141369824,0.6689384153973322,0.07589426574461205,14,0.0017936898691409838,0.3884186963327171,0.0019385951935027416,0.08741506797101395,0.4114081592887712,111793.4798739617,0.5147156140505132
112,4.91006584951428,1.0775340205098958,0.7866300605693817,0.09999999999289437,0.6242918607800707,14,0.00010727659495448496,0.7187754018864243,0.0024735105267820355,0.08918422609478015,0.3976612428371868,225509.55794256547,0.5103395811935718
113,2.6954036492202547,0.6864416333119926,0.6036566489209638,0.2999414648962344,0.27830059289475934,8,0.004348542286134339,0.32927562041739583,0.0015181640904173648,0.4532495867469263,0.45909442553315066,101955.2489037939,0.34310100578569835
114,0.5989896616624572,0.6169929182990931,0.6203140144294994,0.6410436170001278,0.6291101109971412,8,0.0008728983559465167,0.6118989962077194,0.0003065124903726737,0.03698435379843316,0.0868127881923048,354689.9604416564,0.011672975373209648
115,1.4438476927719404,0.6568215812655595,0.5251515285733648,0.8637465317279954,0.5384541025745093,14,0.003708719425742271,0.497172697608187,0.0074693694865882575,0.2538356037489276,0.19426287717721347,156138.11394894816,0.47609095189850476
116,75.46586318841695,0.9534548208072392,0.953799508625651,0.4423309674376963,3.6325877835610245,9,0.00021730350197740898,0.7157429465833227,0.008676460032210391,0.27508207091514947,0.0654324060023073,244236.14643494133,0.4690300531953796
117,89.74612674544514,0.9310837198985269,0.692776282166029,0.9,3.325656682190961,15,0.003430644431563133,0.46672852602259146,0.009101523249696531,0.06454063641023172,0.036495244496703494,388488.3785990492,0.2802450880376324
118,3.540770220420791,0.7475143996021578,0.8038768276644874,0.9,0.2899011043770719,15,0.002742007992024779,0.3264076268208677,0.00994654617081619,0.27936171359272255,0.039409339992068346,274655.1755627008,0.057666381672367234
119,56.486802910108146,1.1316014766914595,0.909340513901876,0.9,2.262236632727953,15,0.0032547578660740866,0.7036183205890278,0.007222357170743112,0.13106084117392353,0.05950707700742519,273736.5732913001,0.27769209636952824
120,8.446414444445095,0.9081490126167026,0.6996750321255177,0.9,0.5532921675688666,15,0.0004758816534585165,0.4127494053218143,0.006667823237450073,0.2059214810147023,0.2033589713011051,153117.943796667,0.27641740041951607
121,10.876304024026062,1.2485946996273691,0.5447504488177651,0.9,1.0478476747190157,15,0.00048327388061264524,0.6779765987154084,0.008127104388510054,0.29149424573921456,0.04027998488198865,375355.21143500303,0.100056965613547
