trial,score,deer.birth,deer.surv,predation.predAtk,predation.predCap,predation.predEff,predators.mort,vegetation.browse,vegetation.capMax,vegetation.vegRate
0,1.419747194145309,0.9623520231577167,0.8190021064378189,6.64633303805733e-05,0.057242395355180775,0.004203598502272654,0.11483850358200191,0.07399103330961586,125307.50703551422,0.09759292541837827
1,1.329823953711147,1.1018768707646331,0.7667236230447672,0.0006394290724036179,0.13283903321293816,0.003210817225597423,0.2670113267858242,0.09405270150448959,179477.38026125554,0.09686619220933929
2,2.265095593052272,0.6384188629361983,0.865380586200386,0.0005915084833483864,0.21569721273364179,0.000251957582201775,0.2663818092447364,0.1342822950739185,148950.22274417884,0.15463624207666027
3,2.352537117414081,1.0284776901667214,0.922384533654356,0.00039556844059674323,0.4904998240418755,0.002278643174648727,0.28389668042613025,0.17576256005109636,146258.87088789637,0.1445498177330934
4,8.71459708940456,0.7301921647398824,0.937918048614371,0.0004367257047608019,0.39465655997674215,0.0015750283722849763,0.17681074595726487,0.02719377204013378,71694.51716770527,0.22577333206760836
5,1.9350310578522028,0.9505510757821194,0.9164706197967212,0.0006823001544983318,0.5609200806600093,0.004296362775344103,0.2977474112172038,0.1170148214810727,102109.25865242162,0.12717325176898053
6,2.387999561703662,1.1787797683854366,0.9166435945792828,0.0005695383959708493,0.4425993610958095,0.0011345124200104317,0.2579019825683386,0.17212750662325366,79571.95463652837,0.18425470843250363
7,27.340052242599846,1.1123654930536082,0.9464321052225534,8.942957501661863e-05,0.490327426691626,0.0021112629539949534,0.0876913436132024,0.01269211542904587,94194.89543834463,0.16470647047025694
8,1.22162781161204,0.626514036677726,0.815086384986133,4.589530325254017e-05,0.4451422625966839,0.0017216753154931368,0.2702263268118395,0.17455340492564028,152255.02647328135,0.10877824936381245
9,4.538920474340502,0.7858020320858033,0.6269397466468941,0.0006001630459878042,0.06725776919642476,0.001067185796499255,0.1519840339042477,0.19970178907515532,120650.44483776529,0.24612715136866792
10,8.543764098757446,1.1206674203566334,0.7098406819706321,0.0009587007669820467,0.5431628027851808,0.001951167273119695,0.1651024082114762,0.008487164944240844,78743.87892162777,0.17209342459346832
11,1.5776632814715865,0.9355566372092343,0.8170441474058416,0.0009406806341685393,0.32886474877011285,0.00221283861181157,0.23007781303603458,0.1191300476803941,137266.64620652722,0.15401459691851277
12,2.0489041221710766,0.9126763759687235,0.7919506636904017,1.2446028877854844e-05,0.27836568909213505,0.002941829547605621,0.05501322257614984,0.19555946328972706,96130.42334089792,0.09752712389295681
13,19.509570380473107,0.9764046654065736,0.7631876503938477,0.0006796021166400706,0.24391734067257603,0.003564056221892905,0.2345085723130086,0.012016102125544603,135861.66423553386,0.17315958826125136
14,1.9691396961540892,1.1779833482317543,0.6878927973642146,0.00045685581750674295,0.375969531616569,0.0016681243901652321,0.14098877233498924,0.13520406189747536,67269.21643749568,0.05443649379816198
15,1.0177973900083188,0.7802423840193535,0.7320061194651208,0.0007725011390316769,0.06480666275513153,0.0028893642101458523,0.2337932954196274,0.1191243011715073,104298.47703323449,0.11253413223938216
16,0.8142317154559504,0.7432171061387052,0.6655880193212796,0.00043579908621228824,0.43393652367116736,0.0005990242938961703,0.13049149615531613,0.16076153407898267,86704.54113518292,0.11200333908201861
17,2.029535227782305,1.113321116390932,0.6592494813947523,0.0003373735248098359,0.40762780696087214,0.004436001532414314,0.16277554607130562,0.08768614651227741,160024.66698687704,0.11675073008973508
18,1.0660885208864395,0.7144822835108975,0.88237203316891,0.0008386379026491975,0.15097247231789068,0.0014651014958809118,0.2518066045417384,0.10592552566167866,74510.31896523437,0.09500556854457697
19,13.60123962190917,0.6778134826776641,0.7021800118046937,0.0007940680625596807,0.19914597165283882,0.001797135975267582,0.15422642396837238,0.06905656097751967,156750.9409362066,0.17838745129933065
20,0.7033158908330585,0.6935987153630154,0.601631628104101,0.0009433245680831898,0.5339880383943264,0.004935876909641099,0.1585880781689128,0.18412247659752612,109142.65397388718,0.13395423675825038
21,39.90770662414688,1.0473138054758515,0.8928445377475258,0.0006633242133279622,0.3354582371551643,0.001516304997093373,0.13526717850883324,0.044418147254464246,171285.26572936063,0.24003223327660456
22,1.6878369471091683,0.7722067063450648,0.8835671576528763,4.603173327527444e-05,0.546985104990188,0.0034991574757565484,0.2809636998893105,0.11773554380381723,68168.11489282348,0.09549326727022399
23,15.67108142237041,0.6078866980122677,0.8608543935588365,0.00017264976894620034,0.21493843780067123,0.0033481909110936576,0.18124103385395623,0.11539068080389031,167960.98032285576,0.22931343299680973
24,6.547727572704667,0.8048115944507971,0.6883661954864608,0.0008618030517432074,0.3124586231734847,0.00393339304775524,0.13796040754914873,0.1224327819251825,172685.09559013078,0.13275008954591544
25,1.456529652247462,0.7027813564514663,0.8770851716087429,0.0009218447447623585,0.49332807153960245,0.004135143936512546,0.051876180036927275,0.16336216944338458,124156.44486633324,0.08946673441264186
26,28.57075495658723,0.7628382202159999,0.694005138921225,0.0005277389122482565,0.28264120242025753,0.002417210063958683,0.2441244151806944,0.009986370439065896,163506.54816652316,0.17572144206001655
27,1.109747541650808,0.674775740727037,0.6239458409621159,0.0009747178386448181,0.5199469141065745,0.0005220272379031944,0.17553000168873284,0.025372657248653254,66580.03071717518,0.05036172994527584
28,1.8023027941984608,0.9881481679810704,0.8053145923200352,0.00036147375102837037,0.1550951003537514,0.001711003885422858,0.08093875595854612,0.07025791166096494,97749.57603672903,0.11317924880540618
29,9.810610886201498,0.6479407380524314,0.6624946505951623,0.00037390130105135615,0.38243917716778175,0.003934846990201518,0.1450661704627358,0.07604761242165076,145925.13864312123,0.16110518873257773
30,9.893245091792366,0.8234520865713549,0.7736530606896822,0.0007031777798953181,0.28128264377012074,0.0035012037370326754,0.16520997810722354,0.08631871946612711,134751.18120301096,0.21023218191182513
31,0.935092994138128,0.6429485982796729,0.7487109909098918,0.000426429201366272,0.5338181075859958,0.00468877194818309,0.14355892421456318,0.13903382955476948,124300.48609086045,0.09901665928758535
32,12.810672594286254,0.8784859285826476,0.6431011172285056,0.0008134084842338858,0.4142592818840255,0.004447983150168359,0.24811734627267262,0.05243594515539849,154910.0275668661,0.22957083964210034
33,7.579393931902598,0.6618799469394421,0.8057155694872417,5.896377288356982e-06,0.1289350981249187,0.0038940896995700914,0.06107821525485514,0.11276879091854591,148048.22115754185,0.18351231531594608
34,0.7404471511617093,0.7074921629702141,0.608220579248066,0.0008416940390128516,0.116705909475737,0.004235321944683595,0.21838369235754218,0.17609358336889852,71915.95106650019,0.0683597751920248
35,15.254044246287565,1.0792483497654728,0.6126942444494805,0.0007676511192252763,0.33122915879602555,0.0036042738465048045,0.07668592437070305,0.11581528380421119,174289.35821458235,0.2172363902574021
36,36.590048181740116,0.7945481205109773,0.7973920715089721,0.0008282312718276712,0.183169334375056,0.0009808849630152218,0.11249152022253923,0.012227899655875585,172147.48134015762,0.19979298427688102
37,11.544923308288409,0.8204828095411667,0.7388238808405971,0.0003509341992220437,0.2800197082122631,0.0005079763854972311,0.1750774026573898,0.07874598987832074,150425.1971327874,0.17319619610922538
38,4.796017622133628,0.6963722947922544,0.8417933385740348,0.0007563599059972556,0.4206206959349113,0.002633751175248928,0.17093022308531147,0.14948180014951715,109539.76468169932,0.2446112914822839
39,18.907940758999825,0.6575164385048673,0.8618541826995121,0.0009166977668325627,0.33448963554859606,0.0022709622753686767,0.22972766022776298,0.029865479711567413,167688.15537174506,0.17859060079016081
40,2.979047888254057,0.9513703890843016,0.710196634957017,0.0002330728702741822,0.4301228243553559,0.004771785218415578,0.12396590834741485,0.0398359673418927,92082.8834939471,0.08722220679563997
41,1.248873744393386,0.950788986610267,0.6935107321388512,0.00021838727297574347,0.0627186160344742,0.0024494991163914966,0.14568752572056687,0.17072789458121948,109584.08170511576,0.19106665828122815
42,1.6548306418797794,1.0645227306953173,0.6502635456356847,0.000991226713410424,0.3137744243131487,0.003035103144557845,0.16701323945171576,0.06440843117623872,103256.44276037096,0.08444954837842128
43,10.261298492360856,0.8887795909916882,0.8522481566319695,0.0008567922949836235,0.27014427021677273,0.0036945833624979097,0.2900647179146229,0.11142424945201011,158593.8143602579,0.21692234710120378
44,5.417607167227359,1.0306130145966979,0.8363727854508347,0.0009587559807088559,0.5196348305031272,0.0012862498392302128,0.09740579198263748,0.04695574439801253,87552.18108682809,0.14347904162241942
45,2.2871373246186364,1.115157339141188,0.9149159999700023,0.0002557529234330337,0.5258044162747427,0.0016357421144694735,0.15582382248893023,0.14094686310759638,82462.28959134944,0.10172460546714031
46,6.479076016477859,1.1003574859220584,0.7021171857613618,0.0003573044235997244,0.3691650253068778,0.0034099860724027898,0.05172092398513885,0.018528466320299808,70311.0499244638,0.19579368650748957
47,2.8056169631004773,0.7260577603174901,0.8047868882106932,0.0009553819672427552,0.26500599957245563,0.002767347020374138,0.07979417496053649,0.09718010586197122,112346.5609964809,0.11696038742582443
48,17.23904330231644,1.1323134073353578,0.9180667008297512,9.780874698728942e-05,0.5677081498159939,0.0019336947025678961,0.24310481169900477,0.02250580107930189,139851.96629097575,0.10495224904454348
49,2.0097711551461845,0.9924470228443432,0.8821192501937791,0.0002663261496652567,0.46480433061306936,0.0048104991798013355,0.2182062625252592,0.13517743895942966,95464.08325097119,0.20146466560723147
